Date,Price,CVol,Return,Open,High,Low,Spread,Diff,5ma,10ma,5std
10/11/17,156.55,16905640,0.42,155.97,156.98,155.75,0.007856915,0.000449006,0.397936999,0.150887462,0.513925694
10/10/17,155.90,15617010,0.04,156.06,158.00,155.10,0.018601668,0.00137962,0.18508371,0.18036978,0.693211047
10/09/17,155.84,16262920,0.35,155.81,156.73,155.49,0.007988963,0.003283967,0.26450514,0.348555853,0.694964118
10/06/17,155.30,17407560,-0.06,154.97,155.49,154.56,0.00598841,-0.002702877,0.15473457,0.225563306,0.721380258
10/05/17,155.39,21283770,1.24,154.18,155.44,154.05,0.008945235,0.004560855,0.275921196,0.133565543,0.727594954
10/04/17,153.48,20163750,-0.65,153.63,153.86,152.46,0.00912171,-0.00550233,-0.096162075,-0.162599348,0.566290117
10/03/17,154.48,16230290,0.44,154.01,155.09,153.91,0.007638529,0.001300306,0.17565585,-0.265445278,0.561753217
10/02/17,153.81,18698840,-0.20,154.26,154.45,152.72,0.011247643,0.000908383,0.432606567,-0.305225223,0.901482113
09/29/17,154.12,26299810,0.55,153.21,154.13,152.00,0.0138204,-0.000456681,0.296392042,-0.36079245,1.058894124
09/28/17,153.28,22005460,-0.62,153.89,154.28,152.70,0.010307933,-0.0022045,-0.00879011,-0.314506924,1.181083773
09/27/17,154.23,25504230,0.71,153.80,154.72,153.54,0.007643779,0.004309782,-0.229036621,-0.338724189,1.404214689
09/26/17,153.14,36660047,1.72,151.78,153.92,151.69,0.014561839,0.008170043,-0.706546407,-0.485120704,1.410247264
09/25/17,150.55,44387340,-0.88,149.99,151.83,149.16,0.017734972,-0.012509053,-1.043057013,-0.696785094,0.716447169
09/22/17,151.89,46645440,-0.98,152.02,152.27,150.56,0.011258147,-0.008931482,-1.017976941,-0.427639404,0.72562137
09/21/17,153.39,37511660,-1.72,155.80,155.80,152.75,0.019883956,-0.001729993,-0.620223738,-0.492940949,1.165084744
09/20/17,156.07,52951360,-1.68,157.90,158.26,153.83,0.028384699,-0.005229005,-0.448411757,-0.361367259,1.016778474
09/19/17,158.73,20810630,0.04,159.51,159.77,158.44,0.008379008,0.005294006,-0.263695,-0.204276886,0.798528177
09/18/17,158.67,28269440,-0.76,160.11,160.50,158.00,0.015787483,0.001438579,-0.350513174,-0.328142464,0.780957758
09/15/17,159.88,49114600,1.01,158.47,160.97,158.00,0.018576432,0.001200404,0.162698133,-0.249412711,1.185549251
09/14/17,158.28,23760750,-0.86,158.99,159.40,158.09,0.008276472,-0.004134043,-0.365658159,-0.310707763,1.296527494
09/13/17,159.65,44907360,-0.75,159.87,159.96,157.91,0.012840589,-0.00615442,-0.274322761,-0.197886144,1.268953716
09/12/17,160.86,71714050,-0.40,162.61,163.96,158.77,0.032264081,0.006873065,-0.144858772,-0.033485219,1.240716286
09/11/17,161.50,31580800,1.81,160.50,162.05,159.89,0.013374613,0.011788439,-0.305771754,0.106856679,1.330408409
09/08/17,158.63,28611540,-1.63,160.86,161.15,158.53,0.016516422,-0.002480466,-0.661523555,-0.037023303,0.722311658
09/07/17,161.26,21928500,-0.40,162.09,162.24,160.36,0.011658192,0.001111729,-0.255757366,0.081687667,0.601336289
09/06/17,161.91,21651730,-0.10,162.71,162.99,160.52,0.015255389,0.003886969,-0.121449528,0.134350328,0.634726239
09/05/17,162.08,29536310,-1.20,163.75,164.25,160.56,0.022766535,-0.001828711,0.077888335,0.308313317,0.780903505
09/01/17,164.05,16591050,0.03,164.80,164.94,163.63,0.00798537,0.004878049,0.519485111,0.409986601,0.416090396
08/31/17,164.00,26785100,0.40,163.64,164.52,163.48,0.006341463,0.001775329,0.58747695,0.384133276,0.33634081
08/30/17,163.35,27269580,0.27,163.80,163.89,162.61,0.007835935,0.005463139,0.419132701,0.152356246,0.578446534
08/29/17,162.91,29516910,0.89,160.10,163.12,160.00,0.019151679,-0.008484548,0.390150183,0.085124757,0.591269688
08/28/17,161.47,25965970,1.01,160.14,162.00,159.93,0.012819719,0.001751533,0.5387383,0.105422421,0.803953783
08/25/17,159.86,25480060,0.37,159.65,160.56,159.27,0.008069561,0.002385886,0.30048809,0.155203977,0.806950787
08/24/17,159.27,19818920,-0.44,160.43,160.74,158.55,0.013750235,0.002812852,0.180789603,0.257226979,0.837779786
08/23/17,159.98,19399080,0.13,159.07,160.47,158.88,0.009938742,-0.00444361,-0.114420209,-0.015665987,1.264350116
08/22/17,159.78,21604590,1.63,158.23,160.00,158.02,0.012392039,0.006488137,-0.219900668,0.033036058,1.261360882
08/21/17,157.21,26368530,-0.18,157.50,157.89,155.11,0.017682717,0,-0.327893458,-0.050468529,1.071738097
08/18/17,157.50,27428070,-0.23,157.86,159.50,156.72,0.017650794,0,0.009919865,0.122683987,1.356700039
08/17/17,157.86,27940570,-1.92,160.52,160.71,157.84,0.018180666,-0.002671637,0.333664356,0.198198771,1.473798832
08/16/17,160.95,27671610,-0.40,161.94,162.51,160.15,0.014662939,0.00210396,0.083088235,0.290273411,1.974263475
08/15/17,161.60,29465490,1.09,160.66,162.20,160.14,0.012716584,0.005067251,0.285972783,0.803004906,1.964018222
08/14/17,159.85,22122730,1.50,159.32,160.21,158.75,0.009133563,0.011684023,0.2269564,0.782278634,1.937898314
08/11/17,157.48,26257100,1.39,156.60,158.57,156.07,0.015892812,0.008241051,0.235448108,0.580278704,1.944978474
08/10/17,155.32,40804273,-3.17,159.90,160.00,154.63,0.034573783,-0.007202285,0.062733185,0.370807919,1.852911966
08/09/17,161.06,26131530,0.61,159.26,161.27,159.11,0.013411151,-0.005122439,0.497458587,0.499105719,0.928369245
08/08/17,160.08,36205900,0.80,158.60,161.83,158.27,0.022238881,-0.001322335,1.320037028,0.485025848,2.116834578
08/07/17,158.81,21870320,1.55,157.06,158.92,156.67,0.014167244,0.004284161,1.337600867,0.447794046,2.111796214
08/04/17,156.39,20559850,0.53,156.07,157.40,155.69,0.010934203,0.003213987,0.925109301,0.414168581,2.257004942
08/03/17,155.57,27097300,-1.00,157.05,157.21,155.02,0.014077264,-0.000572738,0.678882653,0.356802682,2.375334159
08/02/17,157.14,69936800,4.73,159.28,159.75,156.16,0.02284587,0.061512829,0.500752852,0.411685682,2.558927754
08/01/17,150.05,35368650,0.89,149.10,150.22,148.41,0.012062646,0.002487729,-0.349985331,0.001809993,1.087377099
07/31/17,148.73,19845920,-0.52,149.90,150.33,148.13,0.014791905,0.002675585,-0.442012774,-0.05217201,0.969548054
07/28/17,149.50,17213650,-0.70,149.89,150.23,149.19,0.006956522,-0.004450053,-0.096772139,0.034222994,1.213647338
07/27/17,150.56,32476340,-1.89,153.75,153.99,147.30,0.044434113,0.001889743,0.03472271,0.190569954,1.16608919
07/26/17,153.46,15780950,0.47,153.35,153.93,153.06,0.00566923,0.003993715,0.322618513,0.518834492,0.62375002
07/25/17,152.74,18853930,0.43,151.80,153.84,151.80,0.01335603,-0.001906766,0.353605318,0.486125545,0.636702538
07/24/17,152.09,21493160,1.21,150.58,152.44,149.90,0.016700638,0.002062953,0.337668755,0.475788147,0.63539016
07/21/17,150.27,26252630,-0.05,149.99,150.44,148.88,0.010381314,-0.002328056,0.165218126,0.415707577,0.419326435
07/20/17,150.34,17243750,-0.45,151.50,151.74,150.19,0.010309964,0.003178387,0.346417197,0.521954336,0.494028495
07/19/17,151.02,20922970,0.63,150.48,151.42,149.95,0.00973381,0.002665245,0.715050471,0.472595955,0.43508746
07/18/17,150.08,17868790,0.35,149.20,150.13,148.67,0.009728145,-0.002407061,0.618645772,0.451078323,0.507103335
07/17/17,149.56,23793460,0.35,148.82,150.90,148.57,0.015579032,-0.001476114,0.613907539,0.380201775,0.510368079
07/14/17,149.04,20132060,0.86,147.97,149.33,147.33,0.013419216,0.001353455,0.666197028,0.368976193,0.489391137
07/13/17,147.77,25199370,1.39,145.50,148.49,145.44,0.020640184,-0.001646768,0.697491475,0.135600288,0.509429522
07/12/17,145.74,24884480,0.14,145.87,146.18,144.82,0.009331687,0.002336288,0.230141439,0.142418556,0.734239389
07/11/17,145.53,19781840,0.32,144.73,145.85,144.38,0.01010101,-0.002274921,0.283510874,-0.015340273,0.736135977
07/10/17,145.06,21090640,0.61,144.11,145.95,143.37,0.017785744,-0.000485504,0.146496012,-0.079186717,0.788600034
07/07/17,144.18,19201710,1.02,142.90,144.75,142.90,0.012831183,0.00119106,0.071755358,-0.095588083,0.750432905
07/06/17,142.73,24128780,-0.94,143.02,143.50,142.41,0.007636797,-0.007425914,-0.426290899,-0.213631137,0.79235346
07/05/17,144.09,21569560,0.41,143.69,144.79,142.72,0.014340343,0.001324042,0.054695673,-0.059938644,1.078058346
07/03/17,143.50,14277850,-0.36,144.88,145.30,143.10,0.015331707,0.005971393,-0.314191421,-0.191938325,1.230393829
06/30/17,144.02,23024110,0.24,144.45,144.96,143.78,0.008193306,0.005359131,-0.304869447,0.130243368,1.230126432
06/29/17,143.68,31499370,-1.47,144.71,145.13,142.28,0.019835746,-0.007680176,-0.262931523,-0.033415946,1.256495054
06/28/17,145.83,22082430,1.46,144.49,146.11,143.16,0.020228348,0.005287692,-0.000971376,0.054082836,1.062333639
06/27/17,143.73,24761890,-1.43,145.01,146.16,143.62,0.017672024,-0.005554794,-0.174572961,-0.189576102,0.802935596
06/26/17,145.82,25692360,-0.31,147.17,148.28,145.38,0.019887533,0.006084222,-0.069685228,0.034208615,0.607991955
06/23/17,146.28,35439390,0.45,145.13,147.16,145.11,0.014014219,-0.003433359,0.565356183,-0.173303742,1.413308674
06/22/17,145.63,19106290,-0.16,145.77,146.70,145.12,0.0108501,-0.000685542,0.196099631,-0.605704741,1.670050424
06/21/17,145.87,21265750,0.59,145.52,146.07,144.61,0.010004113,0.003516999,0.109137048,-0.613708568,1.704489085
06/20/17,145.01,24900070,-0.91,146.87,146.87,144.94,0.013309427,0.003621703,-0.204579243,-0.613449653,1.737190053
06/19/17,146.34,32541400,2.86,143.66,146.74,143.66,0.021046877,0.009770155,0.138102458,-0.488782895,1.732522644
06/16/17,142.27,50361090,-1.40,143.78,144.50,142.20,0.016166444,-0.003534548,-0.911963666,-0.872639318,1.169371382
06/15/17,144.29,32165370,-0.60,143.32,144.48,142.21,0.01573082,-0.012675668,-1.407509114,-0.584451696,1.788799542
06/14/17,145.16,31531230,-0.98,147.50,147.50,143.84,0.025213557,0.00620779,-1.336554185,-0.497024289,1.835302727
06/13/17,146.59,34165450,0.80,147.16,147.45,145.15,0.01569002,0.011965342,-1.022320064,-0.458691108,2.036094439
06/12/17,145.42,72307330,-2.39,145.74,146.09,142.51,0.024618347,-0.021747886,-1.115668248,-0.535241774,1.939822041
06/09/17,148.98,64882660,-3.88,155.19,155.19,146.02,0.061551886,0.001290406,-0.833314969,-0.313180487,1.806181887
06/08/17,154.99,21250800,-0.24,155.25,155.54,154.40,0.007355313,-0.00077235,0.238605722,0.109150227,0.921453672
06/07/17,155.37,21069650,0.60,155.02,155.98,154.48,0.009654373,0.003690515,0.342505607,0.1036978,0.881787808
06/06/17,154.45,26624930,0.34,153.90,155.81,153.78,0.013143412,-0.000194894,0.104937849,0.031793058,0.953619291
06/05/17,153.93,25331660,-0.98,154.34,154.45,153.46,0.006431495,-0.00714056,0.045184701,0.058772101,0.94469736
06/02/17,155.45,27770720,1.48,153.58,155.45,152.89,0.016468318,0.002611307,0.206953996,0.190642935,0.780752871
06/01/17,153.18,16404090,0.27,153.17,153.33,152.22,0.007246377,0.002683949,-0.020305268,0.19486257,0.378728814
05/31/17,152.76,24451160,-0.59,153.97,154.17,152.38,0.011717727,0.001952235,-0.135110008,-0.168386807,0.352985028
05/30/17,153.67,20126850,0.04,153.42,154.43,153.33,0.007158196,-0.001236899,-0.041351733,-0.123940929,0.247822734
05/26/17,153.61,21927640,-0.17,154.00,154.24,153.31,0.006054293,0.000844869,0.0723595,-0.1534719,0.385908601
05/25/17,153.87,19235600,0.35,153.73,154.35,153.03,0.00857867,0.002543368,0.174331873,0.003081833,0.373357021
05/24/17,153.34,19219150,-0.30,153.84,154.17,152.67,0.009782183,0.000260078,0.410030409,0.054647119,0.719792665
05/23/17,153.80,19918870,-0.12,154.90,154.90,153.31,0.010338101,0.005909475,-0.201663605,0.037149092,1.863694625
05/22/17,153.99,22966440,0.61,154.00,154.58,152.91,0.01084486,0.006141382,-0.206530126,0.113537206,1.863470891
05/19/17,153.06,26960790,0.34,153.38,153.98,152.63,0.008820071,0.005506752,-0.379303301,0.324660106,1.808347809
05/18/17,152.54,33568220,1.52,151.27,153.34,151.13,0.014488003,0.006788686,-0.168168208,0.456407837,1.968034363
05/17/17,150.25,50767680,-3.36,153.60,154.57,149.71,0.03234609,-0.012028044,-0.300736171,0.267955207,1.843955412
05/16/17,155.47,20048480,-0.15,155.94,156.06,154.72,0.008619026,0.001541426,0.275961789,0.573204691,0.809887162
05/15/17,155.70,26009720,-0.26,156.01,156.65,155.05,0.010276172,-0.000576553,0.433604537,0.651423985,0.783068798
05/12/17,156.10,32527020,1.40,154.70,156.42,154.67,0.011210762,0.004871712,1.028623513,0.881017397,1.165005397
05/11/17,153.95,27255060,0.86,152.45,154.07,152.31,0.011432283,-0.005285136,1.080983882,0.731623684,1.19126407
05/10/17,153.26,25805690,-0.47,153.63,153.94,152.11,0.011940493,-0.002337814,0.836646586,0.653151487,1.360814575
05/09/17,153.99,39130360,0.64,153.87,154.88,153.45,0.009286317,0.005620548,0.870447593,0.64174655,1.321654328
05/08/17,153.01,48752406,2.72,149.03,153.70,149.03,0.030520881,0.000469925,0.869243433,0.639657984,1.321918936
05/05/17,148.96,27327730,1.66,146.76,148.98,146.76,0.01490333,0.001569644,0.733411281,0.464069187,1.100742697
05/04/17,146.53,23371870,-0.36,146.52,147.14,145.81,0.00907664,-0.003671971,0.382263485,0.286297374,1.00804968
05/03/17,147.06,45697030,-0.31,145.59,147.49,144.27,0.021895825,-0.013016067,0.469656389,0.447445442,0.944506353
05/02/17,147.51,45352190,0.63,147.54,148.09,146.84,0.008474002,0.006549325,0.413045508,0.441123519,1.008840958
05/01/17,146.58,33602940,2.04,145.10,147.20,144.96,0.015281757,0.010093978,0.410072536,0.333257069,1.008046894
04/28/17,143.65,20860360,-0.10,144.09,144.30,143.27,0.007170205,0.002086376,0.194727093,0.184588514,0.608855764
04/27/17,143.79,14246350,0.08,143.92,144.16,143.31,0.005911399,0.001691258,0.190331263,0.141433433,0.611565168
04/26/17,143.68,20041240,-0.59,144.47,144.60,143.38,0.008517539,-0.000415139,0.425234494,0.145780881,0.763608048
04/25/17,144.53,18871500,0.62,143.91,144.90,143.87,0.007126548,0.001879699,0.46920153,0.097028187,0.693813775
04/24/17,143.64,17134330,0.96,143.50,143.95,143.18,0.005360624,0.008645533,0.256441601,0.023207824,0.792282326
04/21/17,142.27,17320930,-0.12,142.44,142.68,141.85,0.005833978,0,0.174449934,-0.095363353,0.718682351
04/20/17,142.44,23319560,1.25,141.22,142.92,141.16,0.01235608,0.003838499,0.092535602,-0.108424106,0.781165488
04/19/17,140.68,17328380,-0.37,141.88,142.00,140.45,0.011017913,0.004815864,-0.133672731,-0.285339227,0.459228733
04/18/17,141.20,14697540,-0.44,141.41,142.04,141.11,0.006586402,-0.002961292,-0.275145156,-0.174049451,0.627646553
04/17/17,141.83,16582090,0.55,141.48,141.88,140.87,0.007121201,0.003048564,-0.210025953,-0.126846647,0.622592981
04/13/17,141.05,17822880,-0.53,141.91,142.38,141.05,0.00942928,0.00077574,-0.36517664,-0.200903786,0.460459275
04/12/17,141.80,20350000,0.12,141.60,142.15,141.01,0.008039492,-0.00021182,-0.309383813,-0.161195729,0.452490766
04/11/17,141.63,30379380,-1.08,142.94,143.35,140.06,0.023229542,-0.001606482,-0.437005724,-0.150946381,0.386233461
04/10/17,143.17,18933400,-0.12,143.60,143.88,142.90,0.006839422,0.001813869,-0.072953746,0.163886428,0.480209716
04/07/17,143.34,16672200,-0.22,143.73,144.18,143.27,0.006348542,0.000487262,-0.04366734,0.192811993,0.481194336
04/06/17,143.66,21149030,-0.25,144.29,144.52,143.45,0.007448141,0.00187474,-0.036630933,0.195217732,0.478168532
04/05/17,144.02,27717850,-0.52,144.22,145.46,143.81,0.011456742,-0.00379913,-0.013007646,0.184857611,0.467800111
04/04/17,144.77,19891350,0.74,143.25,144.89,143.17,0.011880915,-0.003131524,0.135112961,0.34965099,0.376176495
04/03/17,143.70,19985710,0.03,143.71,144.12,143.05,0.007446068,0.000348044,0.400726603,0.160669323,0.948152042
03/31/17,143.66,19661650,-0.19,143.72,144.27,143.01,0.008770709,-0.001459043,0.429291325,0.262892858,0.936185408
03/30/17,143.93,21207250,-0.13,144.19,144.50,143.50,0.006947822,0.000485706,0.427066397,0.231895923,0.938029364
03/29/17,144.12,29189960,0.22,143.68,144.49,143.19,0.009020261,-0.000834492,0.382722868,0.261454552,0.975546156
03/28/17,143.80,33374810,2.07,140.91,144.04,140.62,0.023783032,0.000212947,0.564189018,0.344964777,1.021599638
03/27/17,140.88,23575090,0.17,139.39,141.22,138.62,0.018455423,-0.008887941,-0.079387957,0.122611289,0.82918106
03/24/17,140.64,22395560,-0.20,141.50,141.74,140.35,0.00988339,0.00411581,0.09649439,0.109857267,0.975787369
03/23/17,140.92,20346300,-0.35,141.26,141.58,140.61,0.006914561,-0.001131382,0.03672545,0.162897433,1.007040941
03/22/17,141.42,25860170,1.13,139.85,141.60,139.76,0.01301089,3.57551E-05,0.140186236,0.175230312,0.983211668
03/21/17,139.84,39529910,-1.15,142.11,142.80,139.73,0.021953661,0.004594938,0.125740536,0.024973933,0.965405226
03/20/17,141.46,21542040,1.05,140.40,141.50,140.23,0.008977803,0.002928781,0.324610535,0.152412171,0.705601317
03/17/17,139.99,43884953,-0.50,141.00,141.00,139.89,0.007929138,0.002203426,0.123220145,0.015926865,0.5791479
03/16/17,140.69,19232000,0.16,140.72,141.02,140.26,0.005401948,0.001851061,0.289069415,0.12469091,0.464282409
03/15/17,140.46,25691770,1.06,139.41,140.75,139.03,0.012281788,0.0030218,0.210274388,0.048942023,0.520853262
03/14/17,138.99,15309070,-0.15,139.30,139.65,138.84,0.005827757,0.000718391,-0.075792671,0.147572616,0.272869091
03/13/17,139.20,17421720,0.04,138.85,139.43,138.82,0.004382184,-0.002084232,-0.019786193,0.167041104,0.282191016
03/10/17,139.14,19612800,0.33,139.25,139.36,138.64,0.005153802,0.004110182,-0.091366415,0.182485502,0.306583879
03/09/17,138.68,22155900,-0.23,138.74,138.79,137.05,0.01254687,-0.001870504,-0.039687596,0.158837284,0.402499877
03/08/17,139.00,18707240,-0.37,138.95,139.80,138.82,0.00705036,-0.004085436,-0.112390341,0.139558174,0.472299052
03/07/17,139.52,17446300,0.13,139.06,139.98,138.79,0.008529243,-0.002009473,0.370937903,0.206821398,1.0375718
03/06/17,139.34,21750040,-0.31,139.37,139.77,138.60,0.008426152,-0.002968951,0.353868401,0.266110637,1.043229957
03/03/17,139.78,21571120,0.59,138.78,139.83,138.59,0.008871083,-0.001295337,0.456337418,0.325296159,0.984651247
03/02/17,138.96,26210980,-0.59,140.00,140.28,138.76,0.010928325,0.001502253,0.357362164,0.254110469,0.992684238
03/01/17,139.79,36414594,2.04,137.89,140.15,137.60,0.018277416,0.006569823,0.391506689,0.349775038,0.953972677
02/28/17,136.99,23482860,0.04,137.08,137.44,136.70,0.005365355,0.00109545,0.042704893,0.275174528,0.278298962
02/27/17,136.93,20257430,0.20,137.14,137.44,136.28,0.008434967,0.003512366,0.178352872,0.359345872,0.412110425
02/24/17,136.66,21776590,0.10,135.91,136.66,135.28,0.010098054,-0.004541126,0.1942549,0.316935253,0.414563666
02/23/17,136.53,20788190,-0.42,137.38,137.48,136.30,0.008642789,0.001969222,0.150858774,0.379362434,0.438205066
02/22/17,137.11,20836930,0.30,136.43,137.12,136.11,0.007366348,-0.001975128,0.308043387,0.460437409,0.300078752
02/21/17,136.70,24507160,0.72,136.23,136.75,135.98,0.005632772,0.003757737,0.507644163,0.525616959,0.534041417
02/17/17,135.72,22198200,0.28,135.10,135.83,135.10,0.005378721,-0.001810189,0.540338873,0.547149737,0.555042097
02/16/17,135.35,22584560,-0.12,135.67,135.90,134.84,0.007833315,0.001180725,0.439615606,0.562234597,0.651989523
02/15/17,135.51,35623100,0.36,135.52,136.27,134.62,0.012176223,0.003703155,0.607866095,0.557323689,0.574892278
02/14/17,135.02,33226220,1.30,133.47,135.09,133.25,0.013627611,0.001350439,0.612831432,1.13083895,0.572349213
02/13/17,133.29,23035420,0.89,133.08,133.82,132.75,0.008027609,0.007266122,0.543589754,0.978025518,0.482661199
02/10/17,132.12,20065460,-0.23,132.46,132.94,132.05,0.0067363,0.000302069,0.553960601,0.863229862,0.492306384
02/09/17,132.42,28349860,0.72,131.65,132.45,131.12,0.010006041,-0.00295365,0.684853588,0.886703706,0.269488256
02/08/17,132.04,23004070,0.39,131.35,132.22,131.22,0.007573463,-0.001368509,0.506781283,0.819678879,0.464492409
02/07/17,131.53,38183840,0.95,130.54,132.09,130.45,0.012468638,0.001918797,1.648846468,0.940111618,2.529310631
02/06/17,130.29,26845920,0.94,129.13,130.50,128.90,0.012280298,0.000387357,1.412461282,0.835779164,2.662475473
02/03/17,129.08,24507300,0.43,128.31,129.19,128.16,0.007979548,-0.001711663,1.172499124,0.748705669,2.76797323
02/02/17,128.53,33710406,-0.17,127.98,129.39,127.78,0.012526258,-0.006019417,1.088553824,0.724280366,2.802350712
02/01/17,128.75,111985000,6.10,127.03,130.49,127.01,0.027029126,0.046806757,1.132576474,0.723865637,2.779253745
01/31/17,121.35,49200992,-0.23,121.15,121.39,120.62,0.006345282,-0.003946395,0.231376769,0.113227187,0.773194722
01/30/17,121.63,30377500,-0.26,120.93,121.63,120.66,0.007975006,-0.008364084,0.259097046,0.216892325,0.754774415
01/27/17,121.95,20562940,0.01,122.14,122.35,121.60,0.006150062,0.001640151,0.324912215,0.225523533,0.711009859
01/26/17,121.94,26337580,0.05,121.67,122.44,121.60,0.006888634,-0.001723006,0.360006907,0.182949626,0.695633096
01/25/17,121.88,32586670,1.59,120.42,122.10,120.28,0.014932721,0.003750938,0.3151548,0.231757919,0.727193335
01/24/17,119.97,23211040,-0.09,119.55,120.10,119.50,0.00500125,-0.004413724,-0.004922395,0.082637224,0.138878252
01/23/17,120.08,22050220,0.07,120.00,120.81,119.77,0.008660893,0,0.174687604,0.183391929,0.376384438
01/20/17,120.00,32597890,0.18,120.45,120.45,119.73,0.005961667,0.005593588,0.12613485,0.288207886,0.40812241
01/19/17,119.78,25597290,-0.18,119.40,120.09,119.37,0.00601102,-0.004917076,0.005892345,0.320694576,0.470702115
01/18/17,119.99,23712960,-0.01,120.00,120.50,119.71,0.006583882,0,0.148361037,0.327003577,0.508538761
01/17/17,120.00,34439840,0.81,118.34,120.24,118.22,0.016833333,-0.005880376,0.170196844,0.356329145,0.502436243
01/13/17,119.04,26111950,-0.18,119.11,119.62,118.81,0.006804435,-0.001174004,0.192096254,0.197726837,0.538213701
01/12/17,119.25,27086220,-0.42,118.90,119.30,118.21,0.009140461,-0.007139875,0.450280922,0.212766127,0.620738096
01/11/17,119.75,27588590,0.54,118.74,119.93,118.60,0.011106472,-0.003106372,0.635496806,0.211881029,0.393703695
01/10/17,119.11,24462050,0.10,118.77,119.38,118.30,0.009067249,-0.001848895,0.505646118,0.221657783,0.520747463
01/09/17,118.99,33561953,0.92,117.95,119.43,117.94,0.012522061,0.000339242,0.542461446,0.231349751,0.490610054
01/06/17,117.91,31751900,1.11,116.78,118.16,116.47,0.014332966,0.001457851,0.20335742,0.073976573,0.706420741
01/05/17,116.61,22193590,0.51,115.92,116.86,115.81,0.009040391,-0.00086192,-0.024748668,-0.028100038,0.489298824
01/04/17,116.02,21118120,-0.11,115.85,116.51,115.75,0.006550595,-0.002582867,-0.211734748,-0.052375379,0.406129247
01/03/17,116.15,28781870,0.28,115.80,116.33,114.76,0.013517004,-0.000172682,-0.062330551,0.016590808,0.560203175
12/30/16,115.82,30586270,-0.78,116.65,117.20,115.43,0.015282335,-0.000685342,-0.079761944,0.001048904,0.547917712
12/29/16,116.73,15039520,-0.03,116.45,117.11,116.40,0.006078129,-0.002655019,-0.055404274,0.133697871,0.510456503
12/28/16,116.76,20905890,-0.43,117.52,118.02,116.20,0.01555841,0.002217295,-0.031451408,0.13626831,0.514988383
12/27/16,117.26,18296860,0.64,116.52,117.80,116.49,0.011171755,0,0.106983991,0.345721694,0.473655046
12/23/16,116.52,14249480,0.20,115.59,116.52,115.59,0.007981462,-0.006019434,0.095512167,0.225170771,0.458106109
12/22/16,116.29,26085850,-0.66,116.35,116.51,115.64,0.007481297,-0.006065266,0.081859752,0.368610988,0.455305297
12/21/16,117.06,23783170,0.09,116.80,117.40,116.78,0.005296429,-0.001282599,0.322800017,0.532561428,0.228118954
12/20/16,116.95,21424970,0.27,116.74,117.50,116.68,0.007011543,0.000857339,0.303988027,0.62138246,0.25409713
12/19/16,116.64,27779420,0.58,115.80,117.38,115.75,0.013974623,-0.001465896,0.584459396,0.671790326,0.656579356
12/16/16,115.97,44351130,0.13,116.47,116.50,115.65,0.007372596,0.005612157,0.354829374,0.542133298,0.835827503
12/15/16,115.82,46524540,0.55,115.38,116.73,115.23,0.012951131,0.001649449,0.655362224,0.56662906,0.990412983
12/14/16,115.19,34031832,0.00,115.04,116.20,114.98,0.010591197,-0.001302196,0.742322838,0.418741609,0.997573175
12/13/16,115.19,43733810,1.67,113.84,115.92,113.75,0.018838441,0.004766108,0.938776893,0.33440653,0.907492363
12/12/16,113.30,26374380,-0.57,113.29,115.00,112.49,0.022153575,-0.005792014,0.759121255,0.157732683,0.810764176
12/09/16,113.95,34402633,1.63,112.31,114.70,112.31,0.020974111,0.001694613,0.729437222,0.195094891,0.872014569
12/08/16,112.12,27068320,0.98,110.86,112.43,110.60,0.016321798,-0.001531118,0.477895896,0.082223457,0.713502242
12/07/16,111.03,29998720,0.98,109.26,111.19,109.16,0.018283347,-0.00627558,0.095160379,-0.066932306,0.871458714
12/06/16,109.95,26195460,0.77,109.50,110.36,109.19,0.010641201,0.003574374,-0.269963832,-0.15889435,0.785019417
12/05/16,109.11,34324540,-0.72,110.00,110.03,108.25,0.016313812,0.000909918,-0.44365589,-0.084144612,0.56176274
12/02/16,109.90,26528000,0.37,109.17,110.09,108.85,0.011282985,-0.002922641,-0.33924744,-0.002255644,0.546127142
12/01/16,109.49,37086860,-0.93,110.37,110.94,109.03,0.017444515,-0.001402461,-0.313448982,-0.043339915,0.589588437
11/30/16,110.52,36162160,-0.84,111.60,112.20,110.27,0.017462903,0.001256056,-0.229024992,0.318738494,0.502701666
11/29/16,111.46,28528750,-0.10,110.78,112.03,110.07,0.017584784,-0.007080756,-0.047824868,0.535511435,0.372272234
11/28/16,111.57,27193980,-0.20,111.43,112.47,111.39,0.009635207,-0.003220324,0.275366666,0.294518673,0.787289541
11/25/16,111.79,11475920,0.50,111.13,111.87,110.95,0.008229716,-0.000899038,0.334736152,0.373572291,0.753238684
11/23/16,111.23,27426390,-0.51,111.36,111.51,110.33,0.010608649,-0.003935599,0.226769152,0.044547712,0.761650441
11/22/16,111.80,25965530,0.06,111.95,112.42,111.40,0.009123435,0.001969032,0.86650198,0.079323463,1.203462288
11/21/16,111.73,29264570,1.52,110.12,111.99,110.01,0.017721292,0.000545157,1.118847738,0.131929566,1.122315327
11/18/16,110.06,28428920,0.10,109.72,110.54,109.66,0.007995639,-0.00209186,0.313670679,0.124443254,1.923269492
11/17/16,109.95,27632000,-0.04,109.81,110.35,108.83,0.013824466,-0.001636512,0.412408429,0.024297816,1.922233283
11/16/16,109.99,58840520,2.69,106.70,110.23,106.60,0.033003,-0.003827841,-0.137673727,-0.078703466,2.413524859
